Var1,Var2
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=19936,y=53984,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=19936,y=54208,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=19936,y=54432,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=19936,y=54656,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=23520,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=23744,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=24192,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=24416,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=24640,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=49952,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=50176,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=50848,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=51072,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=51296,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=51744,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=51968,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=52192,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=52416,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=53312,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=53536,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=53760,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=53984,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=54208,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=54432,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=54656,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20160,y=54880,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=23520,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=23744,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=24416,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=24640,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=49952,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=50176,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=51072,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=51296,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=51744,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=51968,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=52192,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=52416,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=53536,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=53760,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=53984,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=54208,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=54432,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=54656,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20384,y=54880,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=49952,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=50176,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=50400,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=50624,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=51744,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=51968,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=53760,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=53984,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=54208,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=54432,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=54656,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20608,y=54880,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=23072,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=23296,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=23968,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=24192,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=49952,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=50176,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=50400,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=50624,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=50848,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=51072,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=51744,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=51968,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=52192,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=53760,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=53984,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=54208,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=54432,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=54656,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=20832,y=54880,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=23072,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=23296,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=23968,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=24192,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=24416,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=49952,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=50176,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=50624,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=50848,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=51072,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=51296,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=51520,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=51744,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=51968,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=52192,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=53760,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=53984,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=54208,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=54432,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=54656,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21056,y=54880,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21280,y=22848,w=224,h=224].png",0
"D:\Users\sdammak\Data\LUSC\Tiles\LUSCCancerCells_QuPath_2_3\224Px_AllCancer\TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242 [x=21280,y=23072,w=224,h=224].png",0
